20030|Башмак натяжителя цепи ВАЗ-2103 ROSTECO|https://www.rosteco.ru/products/bashmak-natyajitelya-tsepi-vaz-2103-ROSTECO|https://www.rosteco.ru/files/products/1.jpg|Главная/Каталог Продукции/Башмак натяжителя, успокоитель/Башмак натяжителя цепи ВАЗ-2103 ROSTECO|Извините, описание отсутствует.
20031|Успокоитель цепи ВАЗ-2103 ROSTECO|https://www.rosteco.ru/products/uspokoitel-tsepi-vaz-2103-ROSTECO|https://www.rosteco.ru/files/products/2.jpg|Главная/Каталог Продукции/Башмак натяжителя, успокоитель/Успокоитель цепи ВАЗ-2103 ROSTECO|Извините, описание отсутствует.
20056|Втулки стабилизатора переднего ВАЗ-1118 "Калина" ROSTECO|https://www.rosteco.ru/products/vtulki-stabilizatora-perednego-vaz-1118-kalina-ROSTECO|https://www.rosteco.ru/files/products/3.jpg|Главная/Каталог Продукции/Втулки/Втулки стабилизатора переднего ВАЗ-1118 "Калина" ROSTECO|Втулки ROSTECO изготавливаются из перспективного (синтетического каучука) сырья. Применение особых ингредиентов улучшило эластичные характеристики деталей. Внедренные новшества в совокупности повлияли на улучшение курсовой устойчивость автомобиля при движении на высокой скорости.За счёт применения противоизносных добавок значительно повышен срок службы изделий.
20046|Втулки реактивных штанг ВАЗ-2101 ROSTECO|https://www.rosteco.ru/products/vtulki-reaktivnyih-shtang-vaz-2101-ROSTECO|https://www.rosteco.ru/files/products/4.jpg|Главная/Каталог Продукции/Втулки/Втулки реактивных штанг ВАЗ-2101 ROSTECO|Втулки ROSTECO изготавливаются из перспективного (синтетического каучука) сырья. Применение особых ингредиентов улучшило эластичные характеристики деталей. Внедренные новшества в совокупности повлияли на улучшение курсовой устойчивость автомобиля при движении на высокой скорости.За счёт применения противоизносных добавок значительно повышен срок службы изделий.В состав комплекта входит 10 втулок реактивной штанги ВАЗ-2101.Втулка реактивной штанги большая. 2101-2919042Количество 4 шт.Втулка реактивной штанги малая. 2101-2919108Количество 6 шт.
20025|Втулки переднего стабилизатора ВАЗ-2101 ROSTECO|https://www.rosteco.ru/products/vtulki-perednego-stabilizatora-vaz-2101-ROSTECO|https://www.rosteco.ru/files/products/5.jpg|Главная/Каталог Продукции/Втулки/Втулки переднего стабилизатора ВАЗ-2101 ROSTECO|Извините, описание отсутствует.
20032|Втулки переднего стабилизатора ВАЗ-2108 ROSTECO|https://www.rosteco.ru/products/vtulki-perednego-stabilizatora-vaz-2108-ROSTECO|https://www.rosteco.ru/files/products/6.jpg|Главная/Каталог Продукции/Втулки/Втулки переднего стабилизатора ВАЗ-2108 ROSTECO|Извините, описание отсутствует.
20023|Втулки переднего стабилизатора ВАЗ-2110 ROSTECO|https://www.rosteco.ru/products/vtulki-perednego-stabilizatora-vaz-2110-ROSTECO|https://www.rosteco.ru/files/products/7.jpg|Главная/Каталог Продукции/Втулки/Втулки переднего стабилизатора ВАЗ-2110 ROSTECO|Извините, описание отсутствует.
20026|Втулки переднего стабилизатора ВАЗ-2123 "Нива Шевроле" ROSTECO|https://www.rosteco.ru/products/vtulki-perednego-stabilizatora-vaz-2123-niva-shevrole-ROSTECO|https://www.rosteco.ru/files/products/8.jpg|Главная/Каталог Продукции/Втулки/Втулки переднего стабилизатора ВАЗ-2123 "Нива Шевроле" ROSTECO|Извините, описание отсутствует.
20239|Втулки переднего стабилизатора ВАЗ-2190 "Лада Гранта" ROSTECO, к-т|https://www.rosteco.ru/products/vtulki-perednego-stabilizatora-vaz-2190-lada-granta-ROSTECO-k-t|https://www.rosteco.ru/files/products/204.jpg|Главная/Каталог Продукции/Втулки/Втулки переднего стабилизатора ВАЗ-2190 "Лада Гранта" ROSTECO, к-т|Для изготовления втулок стабилизатора разработана резиновая смесь (натуральный каучук с добавлением синтетического изопренового первой группы высшей категории). В качестве сырья создана устойчивая система из каучука различных ингредиентов, обладающих прочностью, эластичностью и способностью сохранять свои свойства в течении длительного времени, в том числе при статических и динамических нагрузках.Современное оборудование обеспечило равномерность вулканизации в массе изделия, чем была достигнута высокая воспроизводительность и однородность в блоке резины. Данная разработка успешно применена для изготовления втулок стабилизатора ROSTECO.
20240|Втулки переднего стабилизатора ВАЗ-2192 "Лада Калина 2" ROSTECO, к-т|https://www.rosteco.ru/products/vtulki-perednego-stabilizatora-vaz-2192-lada-kalina-2-ROSTECO-k-t|https://www.rosteco.ru/files/products/205.jpg|Главная/Каталог Продукции/Втулки/Втулки переднего стабилизатора ВАЗ-2192 "Лада Калина 2" ROSTECO, к-т|Для изготовления втулок стабилизатора разработана резиновая смесь (натуральный каучук с добавлением синтетического изопренового первой группы высшей категории). В качестве сырья создана устойчивая система из каучука различных ингредиентов, обладающих прочностью, эластичностью и способностью сохранять свои свойства в течении длительного времени, в том числе при статических и динамических нагрузках.Современное оборудование обеспечило равномерность вулканизации в массе изделия, чем была достигнута высокая воспроизводительность и однородность в блоке резины. Данная разработка успешно применена для изготовления втулок стабилизатора ROSTECO.
20251|Втулка заднего стабилизатора ВАЗ-1118 Lada Kalina 2, ROSTECO|https://www.rosteco.ru/products/vtulka-zadnego-stabilizatora-vaz-1118-Lada-Kalina-2-ROSTECO|https://www.rosteco.ru/files/products/278.jpg|Главная/Каталог Продукции/Втулки/Втулка заднего стабилизатора ВАЗ-1118 Lada Kalina 2, ROSTECO|Извините, описание отсутствует.
20325|Втулка переднего стабилизатора Hyundai Accent, ROSTECO, к-т|https://www.rosteco.ru/products/vtulka-perednego-stabilizatora-Hyundai-Accent-ROSTECO-k-t-20325|https://www.rosteco.ru/files/products/286.jpg|Главная/Каталог Продукции/Втулки/Втулка переднего стабилизатора Hyundai Accent, ROSTECO, к-т|Для изготовления шарниров и втулок была разработана резиновая смесь - натуральный каучук с добавлением синтетического ( изопренового первой группы, высшей категории). Полученный материал обладает прочностью, эластичностью и способность сохранять свои свойства в течении длительного времени, в том числе при статистических и динамических нагрузках. Современное и эффективное вулканизирующее оборудование позволило достичь более полного расходования серы на образование поперечных связей, обеспечило равномерность вулканизации в массе изделия, чем была достигнута более высокая воспроизводимость и однородность в блоке резины.Данная разработка идеально подошла для производства резиноармированных деталей, работающих под воздействием механического и циклического напряжения и деформации при динамических нагрузках, и была успешно применена для изготовления втулок реактивных штанг, втулок стабилизатора, резиноармированных деталей ROSTECO. В стойках стабилизатора поперечной устойчивости корпусные элементы арматуры из легированного металла и соединены между собой контактной рельефной сваркой, которая выдерживает растягивающуюся нагрузку в 7840Н (800кгс) до разрыва. Коррозийную стойкость изделия обеспечивает цинковое или полимерное покрытие арматуры.
20324|Втулка заднего стабилизатора Hyundai Accent, ROSTECO, к-т|https://www.rosteco.ru/products/vtulka-zadnego-stabilizatora-Hyundai-Accent-ROSTECO-k-t-20324|https://www.rosteco.ru/files/products/287.jpg|Главная/Каталог Продукции/Втулки/Втулка заднего стабилизатора Hyundai Accent, ROSTECO, к-т|Для изготовления шарниров и втулок была разработана резиновая смесь - натуральный каучук с добавлением синтетического ( изопренового первой группы, высшей категории). Полученный материал обладает прочностью, эластичностью и способность сохранять свои свойства в течении длительного времени, в том числе при статистических и динамических нагрузках. Современное и эффективное вулканизирующее оборудование позволило достичь более полного расходования серы на образование поперечных связей, обеспечило равномерность вулканизации в массе изделия, чем была достигнута более высокая воспроизводимость и однородность в блоке резины. Данная разработка идеально подошла для производства резиноармированных деталей, работающих под воздействием механического и циклического напряжения и деформации при динамических нагрузках, и была успешно применена для изготовления втулок реактивных штанг, втулок стабилизатора, резиноармированных  деталей ROSTECO. В стойках стабилизатора поперечной устойчивости корпусные элементы арматуры из легированного металла и соединены между собой контактной рельефной сваркой, которая выдерживает растягивающуюся нагрузку в 7840Н (800кгс) до разрыва. Коррозийную стойкость изделия обеспечивает цинковое или полимерное покрытие арматуры.
20328|Втулка переднего стабилизатора Daewoo Nexia, ROSTECO, к-т|https://www.rosteco.ru/products/vtulka-perednego-stabilizatora-Daewoo-Nexia-ROSTECO-k-t|https://www.rosteco.ru/files/products/294.jpg|Главная/Каталог Продукции/Втулки/Втулка переднего стабилизатора Daewoo Nexia, ROSTECO, к-т|Для изготовления втулок стабилизатора разработана резиновая смесь (натуральный каучук с добавлением синтетического изопренового первой группы высшей категории). В качестве сырья создана устойчивая система из каучука различных ингредиентов, обладающих прочностью, эластичностью и способностью сохранять свои свойства в течении длительного времени, в том числе при статических и динамических нагрузках.Современное оборудование обеспечило равномерность вулканизации в массе изделия, чем была достигнута высокая воспроизводительность и однородность в блоке резины. Данная разработка успешно применена для изготовления втулочных изделий ROSTECO.
20012|Втулка переднего стабилизатора Daewoo Matiz, ROSTECO|https://www.rosteco.ru/products/vtulka-perednego-stabilizatora-Daewoo-Matiz-ROSTECO|https://www.rosteco.ru/files/products/340.jpg|Главная/Каталог Продукции/Втулки/Втулка переднего стабилизатора Daewoo Matiz, ROSTECO|Для изготовления втулок стабилизатора разработана резиновая смесь (натуральный каучук с добавлением синтетического изопренового первой группы высшей категории). В качестве сырья создана устойчивая система из каучука различных ингредиентов, обладающих прочностью, эластичностью и способностью сохранять свои свойства в течении длительного времени, в том числе при статических и динамических нагрузках.Современное оборудование обеспечило равномерность вулканизации в массе изделия, чем была достигнута высокая воспроизводительность и однородность в блоке резины. Данная разработка успешно применена для изготовления втулочных изделий ROSTECO.
20331|Втулка переднего стабилизатора Lada Largus, ROSTECO|https://www.rosteco.ru/products/vtulka-perednego-stabilizatora-Lada-Largus-ROSTECO|https://www.rosteco.ru/files/products/368.jpg|Главная/Каталог Продукции/Втулки/Втулка переднего стабилизатора Lada Largus, ROSTECO|Для изготовления втулок стабилизатора разработана резиновая смесь (натуральный каучук с добавлением синтетического изопренового первой группы высшей категории). В качестве сырья создана устойчивая система из каучука различных ингредиентов, обладающих прочностью, эластичностью и способностью сохранять свои свойства в течении длительного времени, в том числе при статических и динамических нагрузках.Современное оборудование обеспечило равномерность вулканизации в массе изделия, чем была достигнута высокая воспроизводительность и однородность в блоке резины. Данная разработка успешно применена для изготовления втулочных изделий ROSTECO.
